X,Y
0.397253103,-1.838013482
0.894248393,-1.66649072
1.384531564,-1.437867853
1.874814735,-1.209244985
2.233487928,-0.882799211
2.233487928,-0.341831372
2.233487928,0.19913642
1.997266271,0.603592196
1.5069831,0.832215064
1.016699929,1.060837931
0.526416759,1.289460799
0.029421469,1.117938038
-0.460861702,0.88931517
-0.951144873,0.660692302
-1.309818066,0.334246528
-1.309818066,-0.206721311
-1.309818066,-0.747689102
-1.073596409,-1.152144878
-0.583313238,-1.380767746
-0.093030067,-1.609390614
2.162706601,0.526446079
2.187961242,0.513489077
2.210299037,0.493774428
2.224758231,0.470660723
2.232592631,0.442217431
2.233483399,0.422296763
2.233350861,-0.979546939
2.23156513,-0.997858141
2.226448388,-1.015343946
2.218481026,-1.030833716
2.203309776,-1.05003086
2.190484512,-1.060409412
0.412286486,1.296248852
0.436264142,1.30419397
0.45964775,1.306879472
0.481432022,1.30534367
0.506714545,1.298155871
0.537287296,-1.832944465
0.504465176,-1.847574909
0.462252295,-1.85545029
0.428733455,-1.850792738
-1.220806974,-1.083499443
-1.249476751,-1.070083115
-1.268794518,-1.059051625
-1.284606857,-1.044732159
-1.29992361,-1.021647477
-1.307952585,-0.9975401
-1.309818066,-0.96120935
-1.309818066,0.408878198
-1.307901517,0.449271082
-1.297078701,0.478458647
-1.281387175,0.499708752
-1.264138785,0.513584557
-1.244568627,0.523864027
-1.224084195,0.533418567
2.142763964,0.535745486
2.233487928,0.394130248
